"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071380","GO:0071380","cellular response to prostaglandin E stimulus","5/4251","15/18722",0.240480109662332,0.409482010833825,0.278629305869123,"SFRP1/PRKAA1/PRKAA2/PTGER4/GNG2",5
"GO:0071474","GO:0071474","cellular hyperosmotic response","5/4251","15/18722",0.240480109662332,0.409482010833825,0.278629305869123,"AQP1/YBX3/EFHD1/SLC2A1/AKR1B1",5
"GO:0072044","GO:0072044","collecting duct development","5/4251","15/18722",0.240480109662332,0.409482010833825,0.278629305869123,"BMP4/PAX2/TFAP2B/AKR1B1/CALB1",5
"GO:0090594","GO:0090594","inflammatory response to wounding","5/4251","15/18722",0.240480109662332,0.409482010833825,0.278629305869123,"MDK/SIGLEC10/GRN/TLR4/F2R",5
"GO:0106057","GO:0106057","negative regulation of calcineurin-mediated signaling","5/4251","15/18722",0.240480109662332,0.409482010833825,0.278629305869123,"PRNP/RCAN1/CHP1/ATP2B4/FHL2",5
"GO:0106058","GO:0106058","positive regulation of calcineurin-mediated signaling","5/4251","15/18722",0.240480109662332,0.409482010833825,0.278629305869123,"CHP2/IGF1/CHERP/CAMTA1/LMCD1",5
"GO:1900153","GO:1900153","positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","5/4251","15/18722",0.240480109662332,0.409482010833825,0.278629305869123,"TNRC6B/ZFP36L1/TOB1/ZFP36L2/AGO2",5
"GO:1903727","GO:1903727","positive regulation of phospholipid metabolic process","5/4251","15/18722",0.240480109662332,0.409482010833825,0.278629305869123,"RAB38/CHP1/ACSL3/PRKCD/CAPN2",5
"GO:2001028","GO:2001028","positive regulation of endothelial cell chemotaxis","5/4251","15/18722",0.240480109662332,0.409482010833825,0.278629305869123,"HSPB1/SMOC2/FGFR1/MET/VEGFA",5
"GO:0001895","GO:0001895","retina homeostasis","21/4251","79/18722",0.241282172044882,0.410736245654693,0.279482741595943,"PIP/KRT1/AZGP1/CLN8/RDH12/CLCN3/HSPB1/CDHR1/USH2A/IQCB1/NPHP3/SLC2A1/TF/USH1C/DRAM2/TUB/ZG16B/CIB2/CDH3/ACTB/IGKC",21
"GO:0033077","GO:0033077","T cell differentiation in thymus","20/4251","75/18722",0.24337560594077,0.414075176584337,0.281754694899525,"GATA3/CAMK4/NCAPH2/ERBB2/EGR3/MR1/TOX/ZFP36L1/GLI3/ITPKB/RIPK3/FOXN1/FOXJ1/BMP4/SOS2/ZFP36L2/CD74/MAFB/ZAP70/FZD7",20
"GO:0051453","GO:0051453","regulation of intracellular pH","20/4251","75/18722",0.24337560594077,0.414075176584337,0.281754694899525,"ATP6V0E1/SLC9A9/CLIC4/RAB38/CHP1/ATP6V0E2/CLCN3/ATP6AP2/ATP6V0A4/CLN5/AQP11/CA2/DMXL2/TM9SF4/RAB7A/TMEM106B/GRN/ATP6V0D2/AVPR1A/SLC4A4",20
"GO:0050795","GO:0050795","regulation of behavior","19/4251","71/18722",0.245434451869453,0.417464836382072,0.284061166323391,"MDK/GJA1/AHI1/DLG4/RELN/CNR1/NPAS2/ARRDC3/HOXA1/STAT3/PTGDS/HDAC2/CCK/ADORA1/MEF2C/APOE/NMU/ADRB1/PENK",19
"GO:0034101","GO:0034101","erythrocyte homeostasis","33/4251","129/18722",0.246050661671633,0.418399512243468,0.284697160285478,"GATA3/TMOD3/MAPK14/TGFBR3/SLC11A2/JAK2/NCAPG2/BCL6/ZFP36L1/EPAS1/AXL/CDK6/CITED2/HMGB2/PTBP3/BMP4/STAT3/STAT1/SMAD5/ACVR2A/THRA/FLVCR1/GATA2/SCNN1B/ATP5IF1/MAFB/CEBPG/UFL1/ARNT/ISG15/MB/VEGFA/KLF13",33
"GO:1903317","GO:1903317","regulation of protein maturation","18/4251","67/18722",0.247445337826715,0.420249820216821,0.285956190017235,"GSN/PRNP/CAST/CNTN2/CCBE1/IL1R2/CARD18/GAS1/NOL3/SPON1/PRKACB/RPS6KA2/SOX4/TFR2/BAG2/SERPINE1/GLG1/ENO1",18
"GO:0006641","GO:0006641","triglyceride metabolic process","26/4251","100/18722",0.248094588168364,0.420249820216821,0.285956190017235,"CAT/PTPN11/DGAT2/THRSP/ACSL1/GPAT3/CAV1/ABHD5/LIPH/AADAC/PLAAT3/SEL1L/FITM2/FBXW7/C3/PNPLA3/GPLD1/MGLL/CYP2E1/GK5/APOE/LDLR/GPAM/INSIG1/PCK1/MOGAT1",26
"GO:0002888","GO:0002888","positive regulation of myeloid leukocyte mediated immunity","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"F2RL1/ARG1/STX4/ITGAM/C3/HLA-E",6
"GO:0002902","GO:0002902","regulation of B cell apoptotic process","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"BCL6/AURKB/FOXP1/FNIP1/CD74/BAX",6
"GO:0006071","GO:0006071","glycerol metabolic process","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"DGAT2/PLA2G4A/GK5/LEP/PCK1/MOGAT1",6
"GO:0006309","GO:0006309","apoptotic DNA fragmentation","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"CECR2/DFFB/ST20/CIDEA/DICER1/BAX",6
"GO:0007530","GO:0007530","sex determination","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"SOX9/CITED2/AR/SRD5A1/SIX4/SF1",6
"GO:0009081","GO:0009081","branched-chain amino acid metabolic process","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"HIBADH/HIBCH/ALDH6A1/ACAT1/BCKDHB/ACAD8",6
"GO:0010002","GO:0010002","cardioblast differentiation","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"ISL1/REST/MYOCD/TGFB2/TBXT/GREM1",6
"GO:0010829","GO:0010829","negative regulation of glucose transmembrane transport","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"PEA15/PID1/APPL2/STXBP3/LEP/ENPP1",6
"GO:0032011","GO:0032011","ARF protein signal transduction","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"FBXO8/CYTH2/ARFGEF1/PSD4/ARFGAP1/ARFGEF2",6
"GO:0032012","GO:0032012","regulation of ARF protein signal transduction","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"FBXO8/CYTH2/ARFGEF1/PSD4/ARFGAP1/ARFGEF2",6
"GO:0032026","GO:0032026","response to magnesium ion","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"CCND1/SNCA/ANK3/CNGA3/CD14/FBP1",6
"GO:0032616","GO:0032616","interleukin-13 production","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"GATA3/IL18/SPHK2/IL1RAP/ARG2/HLA-E",6
"GO:0032656","GO:0032656","regulation of interleukin-13 production","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"GATA3/IL18/SPHK2/IL1RAP/ARG2/HLA-E",6
"GO:0043031","GO:0043031","negative regulation of macrophage activation","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"FCGR2B/VSIG4/GRN/SYT11/CD200/LDLR",6
"GO:0044320","GO:0044320","cellular response to leptin stimulus","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"PID1/UGCG/CCNA2/INHBB/STAT3/LEP",6
"GO:0045780","GO:0045780","positive regulation of bone resorption","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"EGFR/TMEM64/PRKCA/CA2/TF/SPP1",6
"GO:0048245","GO:0048245","eosinophil chemotaxis","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"LGALS3/CCL21/CCL13/CCL4/SCG2/CCL5",6
"GO:0051444","GO:0051444","negative regulation of ubiquitin-protein transferase activity","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"PSEN1/FBXO5/MAD2L2/BAG5/MAD2L1/BAG2",6
"GO:0051571","GO:0051571","positive regulation of histone H3-K4 methylation","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"BRCA1/DNMT3B/MYB/WDR61/DNMT1/PAXIP1",6
"GO:0062099","GO:0062099",NA,"6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"YBX3/NUPR1/CAV1/RIPK1/PELI1/BOK",6
"GO:0071545","GO:0071545","inositol phosphate catabolic process","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"INPP5A/IMPA2/INPP4B/SYNJ1/NUDT3/MTMR2",6
"GO:0072077","GO:0072077","renal vesicle morphogenesis","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"SOX9/BMP4/STAT1/SIX2/PAX2/GREM1",6
"GO:1901881","GO:1901881","positive regulation of protein depolymerization","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"WDR1/F2RL1/DSTN/CARMIL1/CFL2/STMN2",6
"GO:2000251","GO:2000251","positive regulation of actin cytoskeleton reorganization","6/4251","19/18722",0.248880612482941,0.420249820216821,0.285956190017235,"CCL27/BAIAP2/NRP1/CDC42/TEK/NTRK3",6
"GO:0099601","GO:0099601","regulation of neurotransmitter receptor activity","17/4251","63/18722",0.249391341270775,0.420852009146763,0.286365945462194,"NETO2/LYNX1/PPARGC1A/ADRB2/NPTXR/DLG4/MAPK8IP2/RELN/PINK1/NPTX2/SLC6A9/ARC/APP/EPHB2/MEF2C/SHISA8/NPTX1",17
"GO:2000242","GO:2000242","negative regulation of reproductive process","17/4251","63/18722",0.249391341270775,0.420852009146763,0.286365945462194,"TRIP13/IGF1/FBXO5/FBXO43/PRKAR1A/TTK/GJA1/OVOL1/SERPINF1/BMP4/PRKACB/RPS6KA2/ARHGDIB/DUSP1/ZFPM2/SULF1/PLAT",17
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity","56/4251","226/18722",0.249438509486317,0.420852009146763,0.286365945462194,"CD46/GATA3/IL20RB/CD1A/IL18/F2RL1/TLR3/MAP3K7/ARG1/CD55/FER/AZGP1/THOC1/CD1E/MR1/TRPM4/BCL6/AHR/CD1C/SPHK2/FCGR2B/IL1R1/STXBP1/STX4/MALT1/MICA/RIPK3/NSD2/CX3CR1/VAMP8/STAT6/SUSD4/PLA2G3/FOXJ1/NOD2/C12orf4/RAET1E/MAD2L2/ITGAM/C3/CRK/GATA2/HLA-DRA/PAXIP1/TLR4/LAMP1/LAG3/HLA-E/LEP/CEACAM1/ARRB2/RIF1/NDFIP1/XCL1/PDPK1/CADM1",56
"GO:0006575","GO:0006575","cellular modified amino acid metabolic process","47/4251","188/18722",0.249612472435544,0.421032277383212,0.286488607782547,"GATA3/BBOX1/HPGDS/GSTA3/TYMS/GATM/CLIC3/GDAP1/GSTM5/MTHFD2/SERINC3/GSTM3/CPQ/SERINC5/ARL6IP5/PCYOX1/NFE2L2/ACADL/DHFR/CROT/DUOXA1/CTSK/MGST2/IDH1/DIO2/CKB/CLIC2/DUOX1/GSTK1/ASS1/PLA2G3/SLC19A1/BHMT2/GCLC/GART/SHMT2/CHAC2/GSTM1/FOLR1/GGT6/CRAT/CPT1C/GCLM/SERINC1/GSTM2/CTSB/GSTT1",47
"GO:0002820","GO:0002820","negative regulation of adaptive immune response","16/4251","59/18722",0.251250845978265,0.423454206561433,0.288136593354411,"CD46/IL20RB/ARG1/CD55/THOC1/LOXL3/BCL6/AHR/FCGR2B/SUSD4/FOXJ1/NOD2/CEACAM1/RC3H1/NDFIP1/XCL1",16
"GO:0051353","GO:0051353","positive regulation of oxidoreductase activity","16/4251","59/18722",0.251250845978265,0.423454206561433,0.288136593354411,"AGTR1/ATP7A/SNCA/DHFR/EDN1/KRAS/CALM3/GNAI3/RIPK3/NOD2/NPR3/VDR/APOE/CDH3/PDP1/CALM1",16
"GO:2000351","GO:2000351","regulation of endothelial cell apoptotic process","16/4251","59/18722",0.251250845978265,0.423454206561433,0.288136593354411,"GATA3/AKR1C3/NFE2L2/ANO6/GAS6/CD248/GPER1/NDNF/ECSCR/SERPINE1/GATA2/TEK/SCG2/KRIT1/RGCC/PDPK1",16
"GO:0038066","GO:0038066","p38MAPK cascade","15/4251","55/18722",0.252995938175994,0.425955784335935,0.289838775282911,"MAPK14/MAP3K20/SASH1/GADD45G/ZFP36L1/ATF2/DLG1/PJA2/BMP4/BMP2/DUSP1/LEP/EZR/GADD45B/VEGFA",15
"GO:0050657","GO:0050657","nucleic acid transport","41/4251","163/18722",0.25311654712906,0.425955784335935,0.289838775282911,"NXT2/RBFOX1/NUP210/KIF5C/HNRNPA1/DDX39A/IGF2BP3/THOC1/SMG5/FYTTD1/BICD2/POLDIP3/TOMM20/ALYREF/TGFBR2/NUP188/NUP62CL/DDX25/ZFP36L1/XPOT/G3BP2/NUP214/UPF3B/KHDRBS1/QKI/AHCTF1/AGFG1/THOC6/XPO1/MAGOHB/KHSRP/HNRNPA2B1/NCBP1/PABPN1/SRSF1/ARC/PHAX/NUP50/SRSF3/CPSF6/DHX9",41
"GO:0050658","GO:0050658","RNA transport","41/4251","163/18722",0.25311654712906,0.425955784335935,0.289838775282911,"NXT2/RBFOX1/NUP210/KIF5C/HNRNPA1/DDX39A/IGF2BP3/THOC1/SMG5/FYTTD1/BICD2/POLDIP3/TOMM20/ALYREF/TGFBR2/NUP188/NUP62CL/DDX25/ZFP36L1/XPOT/G3BP2/NUP214/UPF3B/KHDRBS1/QKI/AHCTF1/AGFG1/THOC6/XPO1/MAGOHB/KHSRP/HNRNPA2B1/NCBP1/PABPN1/SRSF1/ARC/PHAX/NUP50/SRSF3/CPSF6/DHX9",41
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","41/4251","163/18722",0.25311654712906,0.425955784335935,0.289838775282911,"E2F7/FOXM1/TP63/AURKA/PLA2R1/GTSE1/POU4F1/NUPR1/E2F1/PIDD1/PERP/EEF1E1/E2F2/HEXIM1/HIPK1/ARMC10/SPRED1/AURKB/CD44/NDRG1/SP100/SNAI2/BRCA2/TAF9B/PYCARD/HIC1/PLK2/SOX4/KDM1A/POU4F2/CHEK1/TRIM24/CD74/KMT5A/PAXIP1/PPM1D/IFI16/TWIST1/USP10/BOK/BAX",41
"GO:0070509","GO:0070509","calcium ion import","24/4251","92/18722",0.253334366122865,0.425955784335935,0.289838775282911,"PRNP/PLN/CACNA1A/ATP2C2/CACNA1B/SLC8A2/CXCL12/LGALS3/P2RX1/CACNA1D/SLC30A1/SPHK2/WNK3/ATP2B4/CACNA1E/CACNB2/SLC24A2/CACNA2D1/TRPM2/STC1/PDGFRB/FCRL3/PLPP4/MS4A1",24
"GO:0003323","GO:0003323","type B pancreatic cell development","7/4251","23/18722",0.253753669067972,0.425955784335935,0.289838775282911,"INSM1/CDH2/CDK6/BMP4/ARNTL/RFX3/PDPK1",7
"GO:0009162","GO:0009162","deoxyribonucleoside monophosphate metabolic process","7/4251","23/18722",0.253753669067972,0.425955784335935,0.289838775282911,"TYMS/DUT/NT5M/TK1/DCTD/UPP1/DPYD",7
"GO:0016338","GO:0016338","calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules","7/4251","23/18722",0.253753669067972,0.425955784335935,0.289838775282911,"CLDN1/CLDN8/CLDN23/CLDN11/CLDN10/BMP2/CLDN9",7
"GO:0045662","GO:0045662","negative regulation of myoblast differentiation","7/4251","23/18722",0.253753669067972,0.425955784335935,0.289838775282911,"IL18/SOSTDC1/SOX9/EID2B/BMP4/TBX3/CXCL10",7
"GO:0051457","GO:0051457","maintenance of protein location in nucleus","7/4251","23/18722",0.253753669067972,0.425955784335935,0.289838775282911,"SP100/HNRNPU/SKP1/TXN/BARD1/SUN1/SYNE1",7
"GO:0060547","GO:0060547","negative regulation of necrotic cell death","7/4251","23/18722",0.253753669067972,0.425955784335935,0.289838775282911,"YBX3/NUPR1/CAV1/RIPK1/PELI1/NOL3/BOK",7
"GO:0072677","GO:0072677","eosinophil migration","7/4251","23/18722",0.253753669067972,0.425955784335935,0.289838775282911,"LGALS3/CCL21/CCL13/CCL4/SCG2/PTGER4/CCL5",7
"GO:0099590","GO:0099590","neurotransmitter receptor internalization","7/4251","23/18722",0.253753669067972,0.425955784335935,0.289838775282911,"SNAP25/DNM3/EPS15/OPHN1/HPCA/ARC/AP2B1",7
"GO:1903306","GO:1903306","negative regulation of regulated secretory pathway","7/4251","23/18722",0.253753669067972,0.425955784335935,0.289838775282911,"REST/SYT4/ADRA2A/RAP1A/FCGR2B/STXBP3/CEACAM1",7
"GO:2000810","GO:2000810","regulation of bicellular tight junction assembly","7/4251","23/18722",0.253753669067972,0.425955784335935,0.289838775282911,"CLDN1/ROCK2/GJA1/SNAI2/EPHA2/TJP1/F11R",7
"GO:0010874","GO:0010874","regulation of cholesterol efflux","14/4251","51/18722",0.254590110969871,0.427131255981279,0.290638617131749,"ABCA8/ABCA12/CES1/RXRA/CAV1/ADIPOQ/TTC39B/ABCA3/ABCA7/PPARG/PLTP/NFKBIA/APOE/ABCA1",14
"GO:0043370","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","14/4251","51/18722",0.254590110969871,0.427131255981279,0.290638617131749,"GATA3/IL18/CD83/LOXL3/BCL6/RIPK2/NFKBIZ/MALT1/ANXA1/MYB/SOCS5/HLA-DRA/RC3H1/CCL19",14
"GO:0002699","GO:0002699","positive regulation of immune effector process","58/4251","235/18722",0.255634216176182,0.428005686148627,0.291233617312741,"CD46/GATA3/CD1A/IL18/F2RL1/MAP3K7/KLK7/ARG1/CD55/KLK5/INAVA/FER/AZGP1/CD1E/MR1/APPL2/CD1C/RAP1A/SPHK2/IL1R1/RIPK2/STXBP1/NFKBIZ/STX4/MALT1/NSD2/ANXA1/VAMP8/STAT6/PLA2G3/NOD2/C12orf4/RAET1E/MYB/MAD2L2/ITGAM/DDX60/RBP4/CD36/SOCS5/XBP1/C3/GATA2/CD74/HLA-DRA/PAXIP1/TLR4/LAMP1/LAG3/HLA-E/EPHB2/RIF1/XCL1/SLC7A5/PCK1/PDPK1/CADM1/CCL19",58
"GO:0045581","GO:0045581","negative regulation of T cell differentiation","13/4251","47/18722",0.255984903389864,0.428005686148627,0.291233617312741,"MDK/ERBB2/LOXL3/BCL6/GLI3/ANXA1/FOXJ1/BMP4/FGL2/SOCS5/CD74/LAG3/RC3H1",13
"GO:0090279","GO:0090279","regulation of calcium ion import","13/4251","47/18722",0.255984903389864,0.428005686148627,0.291233617312741,"PRNP/PLN/ATP2C2/CXCL12/LGALS3/P2RX1/SLC30A1/SPHK2/WNK3/STC1/PDGFRB/FCRL3/PLPP4",13
"GO:1903170","GO:1903170","negative regulation of calcium ion transmembrane transport","13/4251","47/18722",0.255984903389864,0.428005686148627,0.291233617312741,"PLN/ATP1A2/CACNB3/CALM3/ADRA2A/C4orf3/CLIC2/SRI/FKBP1B/GSTM2/CASQ2/CALM1/YWHAE",13
"GO:0000737","GO:0000737","DNA catabolic process, endonucleolytic","8/4251","27/18722",0.256477560054935,0.428005686148627,0.291233617312741,"CECR2/DNASE1L2/DFFB/ST20/FBH1/CIDEA/DICER1/BAX",8
"GO:0001835","GO:0001835","blastocyst hatching","8/4251","27/18722",0.256477560054935,0.428005686148627,0.291233617312741,"HS3ST6/ASF1B/LPAR6/STMN3/FBLL1/SMARCB1/SMIM14/PLPP4",8
"GO:0002825","GO:0002825","regulation of T-helper 1 type immune response","8/4251","27/18722",0.256477560054935,0.428005686148627,0.291233617312741,"IL18/PLA2G4A/IL1R1/RIPK2/ANXA1/SOCS5/XCL1/CCL19",8
"GO:0006783","GO:0006783","heme biosynthetic process","8/4251","27/18722",0.256477560054935,0.428005686148627,0.291233617312741,"SLC11A2/ALAD/PGRMC1/SLC6A9/COX15/FLVCR1/ATP5IF1/TSPO",8
"GO:0009651","GO:0009651","response to salt stress","8/4251","27/18722",0.256477560054935,0.428005686148627,0.291233617312741,"AQP1/CLDN1/CAPN3/EFHD1/ZFP36L1/HSP90AB1/AKR1B1/BAX",8
"GO:0015813","GO:0015813","L-glutamate transmembrane transport","8/4251","27/18722",0.256477560054935,0.428005686148627,0.291233617312741,"PSEN1/ATP1A2/CLN8/ARL6IP5/SLC17A6/SLC25A22/SLC1A6/ITGB1",8
"GO:0018126","GO:0018126","protein hydroxylation","8/4251","27/18722",0.256477560054935,0.428005686148627,0.291233617312741,"EGLN3/CRTAP/P3H2/P4HB/ASPH/HIF1AN/EGLN1/P4HA2",8
"GO:0035188","GO:0035188","hatching","8/4251","27/18722",0.256477560054935,0.428005686148627,0.291233617312741,"HS3ST6/ASF1B/LPAR6/STMN3/FBLL1/SMARCB1/SMIM14/PLPP4",8
"GO:0035235","GO:0035235","ionotropic glutamate receptor signaling pathway","8/4251","27/18722",0.256477560054935,0.428005686148627,0.291233617312741,"PLP1/CDK5R1/GRIN2D/GRIN2C/GRIK2/TIAM1/APP/GRIA2",8
"GO:0046174","GO:0046174","polyol catabolic process","8/4251","27/18722",0.256477560054935,0.428005686148627,0.291233617312741,"INPP5A/IMPA2/INPP4B/SYNJ1/GK5/NUDT3/MTMR2/SORD",8
"GO:0060333","GO:0060333","interferon-gamma-mediated signaling pathway","8/4251","27/18722",0.256477560054935,0.428005686148627,0.291233617312741,"JAK1/ARG1/IFNGR1/JAK2/HSP90AB1/SP100/PPARG/STAT1",8
"GO:0071684","GO:0071684","organism emergence from protective structure","8/4251","27/18722",0.256477560054935,0.428005686148627,0.291233617312741,"HS3ST6/ASF1B/LPAR6/STMN3/FBLL1/SMARCB1/SMIM14/PLPP4",8
"GO:1903205","GO:1903205","regulation of hydrogen peroxide-induced cell death","8/4251","27/18722",0.256477560054935,0.428005686148627,0.291233617312741,"RIPK1/STK26/NFE2L2/PAWR/PINK1/PYCR1/TXN/MET",8
"GO:1903319","GO:1903319","positive regulation of protein maturation","8/4251","27/18722",0.256477560054935,0.428005686148627,0.291233617312741,"GSN/CNTN2/CCBE1/SPON1/SOX4/TFR2/BAG2/ENO1",8
"GO:0001504","GO:0001504","neurotransmitter uptake","12/4251","43/18722",0.257114849786789,0.428005686148627,0.291233617312741,"SNAP25/ATP1A2/CLN8/SNCA/SLC22A3/SYNGR3/SLC1A6/ITGB1/SLC6A3/RAB3B/SLC29A1/NOS1",12
"GO:0006284","GO:0006284","base-excision repair","12/4251","43/18722",0.257114849786789,0.428005686148627,0.291233617312741,"FEN1/POLQ/DNA2/NEIL3/LIG1/POLE/PNKP/PCNA/RPA3/POLD1/USP47/TDG",12
"GO:0035794","GO:0035794","positive regulation of mitochondrial membrane permeability","12/4251","43/18722",0.257114849786789,0.428005686148627,0.291233617312741,"BCL2L11/RHOT2/ATF2/GCLC/HEBP2/ATP5IF1/BNIP3L/BID/BOK/EYA2/BAX/GZMB",12
"GO:0042088","GO:0042088","T-helper 1 type immune response","12/4251","43/18722",0.257114849786789,0.428005686148627,0.291233617312741,"IL18/PLA2G4A/IL1R1/RIPK2/ANXA1/STAT6/IL18BP/SOCS5/TLR4/CRACR2A/XCL1/CCL19",12
"GO:0045494","GO:0045494","photoreceptor cell maintenance","12/4251","43/18722",0.257114849786789,0.428005686148627,0.291233617312741,"CLN8/RDH12/CLCN3/CDHR1/USH2A/IQCB1/NPHP3/SLC2A1/USH1C/DRAM2/TUB/CIB2",12
"GO:0001782","GO:0001782","B cell homeostasis","9/4251","31/18722",0.257804777198771,0.428005686148627,0.291233617312741,"TRAF3IP2/BCL2L11/SOS2/DOCK11/CD74/PKN1/MEF2C/RC3H1/BAX",9
"GO:0006779","GO:0006779","porphyrin-containing compound biosynthetic process","9/4251","31/18722",0.257804777198771,0.428005686148627,0.291233617312741,"SLC11A2/ALAD/PGRMC1/SLC6A9/COX15/FLVCR1/ATP5IF1/TSPO/SUCLA2",9
"GO:0007190","GO:0007190","activation of adenylate cyclase activity","9/4251","31/18722",0.257804777198771,0.428005686148627,0.291233617312741,"ADORA2B/ADRB2/LGR4/LGR5/EDNRA/CALM3/ADCYAP1/ADRB1/CALM1",9
"GO:0030149","GO:0030149","sphingolipid catabolic process","9/4251","31/18722",0.257804777198771,0.428005686148627,0.291233617312741,"ACER1/ASAH1/ASAH2B/GM2A/PRKCD/HEXB/GALC/ENPP2/CEL",9
"GO:0031063","GO:0031063","regulation of histone deacetylation","9/4251","31/18722",0.257804777198771,0.428005686148627,0.291233617312741,"SDR16C5/NCAPG2/JDP2/BCL6/SPHK2/PINK1/CAMK2D/KDM5A/VEGFA",9
"GO:0032509","GO:0032509","endosome transport via multivesicular body sorting pathway","9/4251","31/18722",0.257804777198771,0.428005686148627,0.291233617312741,"CHMP4C/CHMP2B/TMEM50B/CHMP1B/LAPTM4B/TMEM50A/LEPROT/UBXN6/LYST",9
"GO:0033014","GO:0033014","tetrapyrrole biosynthetic process","9/4251","31/18722",0.257804777198771,0.428005686148627,0.291233617312741,"SLC11A2/ALAD/PGRMC1/SLC6A9/COX15/FLVCR1/ATP5IF1/TSPO/SUCLA2",9
"GO:0055022","GO:0055022","negative regulation of cardiac muscle tissue growth","9/4251","31/18722",0.257804777198771,0.428005686148627,0.291233617312741,"GJA1/TGFBR2/RGS4/CITED2/PI16/RBP4/PPARA/KCNK2/PAK1",9
"GO:0061117","GO:0061117","negative regulation of heart growth","9/4251","31/18722",0.257804777198771,0.428005686148627,0.291233617312741,"GJA1/TGFBR2/RGS4/CITED2/PI16/RBP4/PPARA/KCNK2/PAK1",9
"GO:0001914","GO:0001914","regulation of T cell mediated cytotoxicity","11/4251","39/18722",0.25788965744651,0.428005686148627,0.291233617312741,"CD1A/AZGP1/CD1E/MR1/CD1C/FCGR2B/RIPK3/HLA-DRA/HLA-E/CEACAM1/XCL1",11
"GO:0032728","GO:0032728","positive regulation of interferon-beta production","11/4251","39/18722",0.25788965744651,0.428005686148627,0.291233617312741,"PTPN11/RIOK3/TLR3/DDX3X/RIPK2/HMGB2/OAS3/RNF135/TLR4/ISG15/DHX9",11
"GO:0045923","GO:0045923","positive regulation of fatty acid metabolic process","11/4251","39/18722",0.25788965744651,0.428005686148627,0.291233617312741,"PPARGC1A/ADIPOQ/IRS1/ANXA1/PLA2G3/PPARG/MID1IP1/PPARA/CD74/AVPR1A/TWIST1",11
"GO:0000731","GO:0000731","DNA synthesis involved in DNA repair","10/4251","35/18722",0.258181654134609,0.428005686148627,0.291233617312741,"DTL/POLE/POLD3/POLE2/PCNA/PCLAF/RFC3/POLD1/POLA1/USP10",10
"GO:0001569","GO:0001569","branching involved in blood vessel morphogenesis","10/4251","35/18722",0.258181654134609,0.428005686148627,0.291233617312741,"MDK/TGFBR2/EDN1/EDNRA/NRP1/ACVR1/COL4A1/SFRP2/VEGFA/SEMA3E",10
"GO:0006691","GO:0006691","leukotriene metabolic process","10/4251","35/18722",0.258181654134609,0.428005686148627,0.291233617312741,"CYP4F12/PLA2G4A/LTA4H/MGST2/LTC4S/MGST3/ALOX5AP/ALOX12/PTGR1/GGT6",10
"GO:0006739","GO:0006739","NADP metabolic process","10/4251","35/18722",0.258181654134609,0.428005686148627,0.291233617312741,"ME1/KCNAB2/IDH1/NQO1/FMO5/H6PD/PGLS/IDH2/FMO2/FMO1",10
"GO:0007020","GO:0007020","microtubule nucleation","10/4251","35/18722",0.258181654134609,0.428005686148627,0.291233617312741,"SLAIN2/NDE1/TPX2/SLAIN1/NDEL1/CENPJ/GOLGA2/TUBG1/PAK1/MZT1",10
"GO:0032435","GO:0032435","negative regulation of proteasomal ubiquitin-dependent protein catabolic process","10/4251","35/18722",0.258181654134609,0.428005686148627,0.291233617312741,"STYX/HSP90AB1/WAC/PBK/SMARCC1/BAG5/CCAR2/SDCBP/SVIP/OGT",10
